6963a5a,Feature: Created GenNum_NoSeed static methods,Mon Jul 6 16:28:01 2020 -0400,Monica
c1fa5f7,Feature: Added code to Mean.py and Variance.py,Mon Jul 6 15:56:01 2020 -0400,kb8njit
f8e923b,Fix: Refactored the Data folders,Mon Jul 6 15:32:22 2020 -0400,kb8njit
059dc40,Merge pull request #13 from kb8njit/PopSample_CodeUdpates,Mon Jul 6 15:08:33 2020 -0400,kb8njit
a2cd703,Merge remote-tracking branch 'origin/Development' into Development,Mon Jul 6 15:05:55 2020 -0400,Monica
94f38d3,Feature: Added GenList_WithSeed and tested successfully,Mon Jul 6 15:05:18 2020 -0400,Monica
8d32187,Task: Updated files to be more descriptive,Mon Jul 6 14:52:53 2020 -0400,kb8njit
351aab0,Task:  Added imports to PopSample files,Mon Jul 6 14:38:34 2020 -0400,kb8njit
d47daaa,Fix: Removed 2 reference files and reformatted CochransFormula.md,Mon Jul 6 14:20:49 2020 -0400,kb8njit
7d40650,Fix:  Fixed formatting of CochransFormula.md,Mon Jul 6 13:41:12 2020 -0400,kb8njit
863f541,Merge remote-tracking branch 'origin/Development' into Development,Mon Jul 6 13:38:48 2020 -0400,kb8njit
de2f4a0,Feature:  Added data to ConfidenceInterval.md and updated formatting of references,Mon Jul 6 13:38:24 2020 -0400,kb8njit
d129076,Merge remote-tracking branch 'origin/Development' into Development,Mon Jul 6 12:27:20 2020 -0400,Monica
037d9d3,Task: Updated Task List,Mon Jul 6 12:26:27 2020 -0400,Monica
f908108,Feature:  Added data to CochransFormula.md,Mon Jul 6 12:16:43 2020 -0400,kb8njit
ce70aac,Fix:  Fixed format of Variance.md,Mon Jul 6 11:54:00 2020 -0400,kb8njit
d51598c,Feature:  Added data to Variance.md,Mon Jul 6 11:52:50 2020 -0400,kb8njit
5e273fa,Feature:  Added data to Mode.md,Mon Jul 6 11:16:28 2020 -0400,kb8njit
c2f3a9e,Feature:  Added data to Median.md,Mon Jul 6 11:11:36 2020 -0400,kb8njit
4abd2be,Fix:  Updated StandardDeviation.md,Mon Jul 6 11:02:26 2020 -0400,kb8njit
b136f0b,Feature:  Included data in StandardDeviation.md,Mon Jul 6 11:00:35 2020 -0400,kb8njit
3ffe7d4,Fix: Reformatted some reference files,Mon Jul 6 10:28:04 2020 -0400,kb8njit
63f2dea,Feature: Updated Mean Reference.md file,Mon Jul 6 10:25:53 2020 -0400,kb8njit
a2e4fc9,Fix: Updated Z-Score reference page,Mon Jul 6 10:11:57 2020 -0400,kb8njit
c519bed,Feature:  Created References directory for stat function descriptions,Mon Jul 6 10:09:03 2020 -0400,kb8njit
4b554b5,Fix: Removed mean coding/test,Sun Jul 5 17:17:14 2020 -0400,kb8njit
fa883a6,Task: Attempted to add code for Mean and create test,Sun Jul 5 17:12:50 2020 -0400,kb8njit
048604d,Task: Added test_StatTests.py for statistic tests,Sun Jul 5 15:15:23 2020 -0400,kb8njit
7de7bc7,Task: Added PopSampling directory and python files,Sun Jul 5 15:08:41 2020 -0400,kb8njit
ad294be,Task: Added Random generator files,Sun Jul 5 15:01:05 2020 -0400,kb8njit
52dece7,Task: Created RandomGenerator directory,Sun Jul 5 14:44:16 2020 -0400,kb8njit
7511c3f,Fix: Updated code in CSVReader.py,Sun Jul 5 14:30:17 2020 -0400,kb8njit
2999060,Tasks: Travis Fixes,Sun Jul 5 14:08:57 2020 -0400,Monica
8c26f63,Task: Updated Task List,Sun Jul 5 13:52:41 2020 -0400,Monica
ce0963a,Feature: Created test_CalculatorTest.py and ran tests successfully,Sun Jul 5 13:46:40 2020 -0400,Monica
602d899,Fix:  Fixed code in CSVReader.py,Fri Jul 3 15:00:10 2020 -0400,kb8njit
76f35fe,Task: Created FileUtilities and updated CSVReader with Absolute_Path.py,Fri Jul 3 14:54:48 2020 -0400,kb8njit
299b2d1,Task: Created Calculator.py and imported functions.  Created Calculator Class,Fri Jul 3 14:46:18 2020 -0400,kb8njit
a51d2af,Fix: Reformatted Calc functions,Fri Jul 3 14:39:37 2020 -0400,kb8njit
5f4ebe8,Task: Created Data directory in Tests directory and included csv files,Fri Jul 3 14:21:39 2020 -0400,kb8njit
0c29eed,Merge pull request #9 from kb8njit/master,Fri Jul 3 14:12:43 2020 -0400,kb8njit
8f86f8d,Merge pull request #8 from mjn28/Development,Fri Jul 3 14:10:39 2020 -0400,kb8njit
e6c83c3,Feature: Added squared root static method to Calculator module,Thu Jul 2 17:50:58 2020 -0400,Monica
2316854,Feature: Added squared static method to Calculator module,Thu Jul 2 17:47:22 2020 -0400,Monica
c8890c7,Feature: Added division static method to Calculator module,Thu Jul 2 17:45:58 2020 -0400,Monica
dbf28c8,Feature: Added multiplication static method to Calculator module,Thu Jul 2 17:44:25 2020 -0400,Monica
2d67625,Feature: Added subtraction static method to Calculator module,Thu Jul 2 17:42:54 2020 -0400,Monica
a1d6496,Feature: Added addition static method to Calculator module,Thu Jul 2 17:41:31 2020 -0400,Monica
307c62d,Task: Added Task List to README.md file,Thu Jul 2 17:22:16 2020 -0400,Monica
9cd3662,Task: Formatted README.md file,Thu Jul 2 17:07:21 2020 -0400,Monica
fbdda53,Merge pull request #7 from kb8njit/Development,Thu Jul 2 12:07:32 2020 -0400,kb8njit
bf38614,Task: Added stat function files,Thu Jul 2 12:06:24 2020 -0400,kb8njit
88aa270,Merge pull request #6 from kb8njit/Development,Thu Jul 2 12:02:26 2020 -0400,kb8njit
afb74e4,Merge pull request #5 from kb8njit/mjn28-Feature-Added-Travis-Build-Image,Thu Jul 2 12:00:50 2020 -0400,kb8njit
67da2a7,Merge pull request #3 from kb8njit/Development,Thu Jul 2 11:57:50 2020 -0400,kb8njit
908b3c6,Feature: Added Travis Build Image,Thu Jul 2 11:57:06 2020 -0400,Monica Nelson
9e0f4e7,Merge pull request #2 from kb8njit/mjn28-Task-Updated-README,Thu Jul 2 11:55:54 2020 -0400,kb8njit
a057902,Task: Added Project Plan to the README.md,Thu Jul 2 11:53:44 2020 -0400,Monica Nelson
6225be2,Merge pull request #1 from kb8njit/master,Thu Jul 2 11:51:07 2020 -0400,kb8njit
a8f2521,Task: Began project skeleton,Thu Jul 2 11:42:34 2020 -0400,kb8njit
f56cd3f,Create .gitignore,Thu Jul 2 11:34:56 2020 -0400,kb8njit
52aa677,Initial commit,Thu Jul 2 11:34:31 2020 -0400,kb8njit
